(0,2)
(0,8)
(1,6)
(3,1)
(1,4)
(4,4)
(5,5)
(8,8)
(7,8)
(3,7)
(2,5)
(6,6)
(1,1)
(3,4)
(0,3)
(1,2)
(5,6)
(6,1)
(2,0)
(8,1)
(7,5)
(4,7)
(5,4)
(6,5)
(1,8)
(5,7)
(8,3)
(7,0)
(5,1)
(7,4)
(5,3)
(6,0)
(1,7)
