(8,2)
(8,8)
(7,6)
(4,0)
(5,1)
(8,4)
(6,5)
(0,8)
(1,8)
(4,8)
(4,7)
(4,4)
(5,3)
(8,0)
(6,0)
(0,0)
(0,1)
(0,4)
(2,5)
(7,8)
(5,7)
(7,3)
(3,1)
(1,4)
(3,3)
(0,2)
(1,6)
(3,0)
(2,1)
(7,4)
(4,3)
(5,0)
(7,1)
(1,7)
(2,6)
(6,4)
(1,5)
(5,8)
(6,7)
(0,3)
(1,1)
(0,6)
(6,8)
(0,7)
(0,5)
(6,6)
(7,7)
(8,7)
(8,6)
