(7,4)
(3,5)
(0,6)
(2,2)
(8,6)
(7,0)
(5,0)
(6,0)
(1,1)
(4,4)
(5,4)
(8,4)
(6,4)
(0,3)
(0,1)
(0,4)
(1,3)
(4,0)
(3,2)
(1,8)
(4,6)
(4,2)
(4,8)
(5,8)
(6,8)
(1,6)
(5,2)
(8,7)
(6,3)
(1,2)
(5,7)
(8,5)
(7,8)
(3,6)
(2,1)
(8,3)
(7,2)
(5,6)
(8,0)
(6,2)
(2,8)
(8,8)
(7,6)
(5,1)
(5,3)
(6,1)
(1,5)
(3,8)
(0,8)
(0,7)
(1,4)
(4,5)
(3,7)
(4,3)
(3,0)
(1,7)
