(5,4)
(7,3)
(5,1)
(7,5)
(3,6)
(2,0)
(8,2)
(6,6)
(1,0)
(4,1)
(3,4)
(2,5)
(8,6)
(6,0)
(1,1)
(4,4)
(3,3)
(2,1)
(8,4)
(6,5)
(0,8)
(2,8)
(8,7)
(6,4)
(0,4)
(0,5)
(2,7)
(8,5)
(8,8)
(2,2)
(3,5)
(1,7)
(0,6)
(1,6)
(5,0)
(8,0)
(7,0)
(4,2)
(5,6)
(6,1)
(2,3)
(7,2)
(4,6)
(3,1)
(1,3)
(3,0)
(0,7)
